transaction_id,bill_number,date,time,day_name,is_weekend,month,year,festival_season,weather_tag,store_name,store_city,store_state,region,gender,loyalty_member,product_id,product_name,category,subcategory,brand,unit_size,quantity_sold,mrp,selling_price,discount_amount,discount_percent,gross_sales,net_sales,payment_mode,stock_before_sale,stock_after_sale,reorder_level,low_stock_flag,dead_stock_flag,promotion_type,return_flag,return_reason,basket_size,margin_percent,profit_amount
T20250041848,B20250014650,1/1/2025,12:25:14,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P009,Toor Dal 1kg,Grocery,Dal,Local Brand,1kg,3,150,139.5,31.5,7,450,418.5,cash,320,317,80,0,0,member discount,0,,5,10,41.85
T20250041849,B20250014650,1/1/2025,12:25:14,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,1,P052,Dettol Soap 125g,Personal Care,Soap,Dettol,125g,1,45,45,0,0,45,45,cash,160,159,80,0,0,none,0,,5,20,9
T20250017196,B20250006031,1/1/2025,12:34:17,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P053,Lifebuoy Soap 125g,Personal Care,Soap,Lifebuoy,125g,1,40,40,0,0,40,40,upi,240,239,80,0,0,none,0,,15,20,8
T20250017197,B20250006031,1/1/2025,12:34:17,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P079,Tomato 1kg,Fruits & Vegetables,Vegetables,Local Farm,1kg,3,50,50,0,0,150,150,upi,240,237,80,0,0,none,0,,15,12,18
T20250017198,B20250006031,1/1/2025,12:34:17,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P020,Amul Masti Curd 400g,Dairy,Curd,Amul,400g,4,45,32.4,50.4,28,180,129.6,upi,400,396,80,0,0,weekly discount,0,,15,9,11.66
T20250017199,B20250006031,1/1/2025,12:34:17,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P025,Amul Butter 100g,Dairy,Butter,Amul,100g,4,52,52,0,0,208,208,upi,300,296,60,0,0,none,0,,15,9,18.72
T20250017200,B20250006031,1/1/2025,12:34:17,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P073,Amul Ice Cream Family Pack 1L,Frozen Foods,Ice Cream,Amul,1L,3,210,210,0,0,630,630,upi,120,117,40,0,0,none,0,,15,17,107.1
T20250059299,B20250020777,1/1/2025,12:49:59,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P051,Lux Soap 100g,Personal Care,Soap,Lux,100g,3,35,35,0,0,105,105,card,360,357,90,0,0,none,0,,9,20,21
T20250050780,B20250017785,1/1/2025,13:00:41,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P077,Onion 1kg,Fruits & Vegetables,Vegetables,Local Farm,1kg,4,40,40,0,0,160,160,upi,320,316,80,0,0,none,0,,4,12,19.2
T20250050781,B20250017785,1/1/2025,13:00:41,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P023,Bread White 400g,Bakery,Bread,Britannia,400g,1,38,38,0,0,38,38,upi,270,269,90,0,0,none,0,,4,15,5.7
T20250050782,B20250017785,1/1/2025,13:00:41,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P034,Haldiram Moong Dal 200g,Snacks,Namkeen,Haldiram,200g,1,65,65,0,0,65,65,upi,350,349,70,0,0,none,0,,4,18,11.7
T20250050783,B20250017785,1/1/2025,13:00:41,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P064,Ariel Detergent Powder 1kg,Cleaning Supplies,Detergent,Ariel,1kg,4,200,200,0,0,800,800,upi,200,196,50,0,0,none,0,,4,18,144
T20250051395,B20250018005,1/1/2025,13:09:59,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P056,Colgate Toothpaste 200g,Personal Care,Toothpaste,Colgate,200g,4,110,110,0,0,440,440,card,280,276,70,0,0,none,0,,9,20,88
T20250005818,B20250002071,1/1/2025,13:16:20,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P023,Bread White 400g,Bakery,Bread,Britannia,400g,2,38,38,0,0,76,76,card,360,358,90,0,0,none,0,,8,15,11.4
T20250005819,B20250002071,1/1/2025,13:16:20,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P026,Eggs Regular 6pcs,Dairy,Eggs,Local Farm,6pcs,1,45,45,0,0,45,45,card,160,159,80,0,0,none,0,,8,9,4.05
T20250005820,B20250002071,1/1/2025,13:16:20,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P041,Thums Up 1.25L,Beverages,Soft Drink,Thums Up,1.25L,1,70,70,0,0,70,70,card,400,399,80,0,0,none,0,,8,15,10.5
T20250005821,B20250002071,1/1/2025,13:16:20,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P030,Parle-G Biscuits 100g,Snacks,Biscuits,Parle,100g,4,10,8.1,7.6,19,40,32.4,card,750,746,150,0,0,clearance sale,0,,8,18,5.83
T20250005822,B20250002071,1/1/2025,13:16:20,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P038,Pasta Penne 500g,Packaged Foods,Pasta,Barilla,500g,4,130,130,0,0,520,520,card,120,116,30,0,0,none,0,,8,16,83.2
T20250066006,B20250023141,1/1/2025,13:30:42,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P075,Banana 1dozen,Fruits & Vegetables,Fruits,Local Farm,12pcs,1,60,60,0,0,60,60,card,300,299,60,0,0,none,0,,6,12,7.2
T20250066007,B20250023141,1/1/2025,13:30:42,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P073,Amul Ice Cream Family Pack 1L,Frozen Foods,Ice Cream,Amul,1L,2,210,210,0,0,420,420,card,120,118,40,0,0,none,0,,6,17,71.4
T20250066008,B20250023141,1/1/2025,13:30:42,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P075,Banana 1dozen,Fruits & Vegetables,Fruits,Local Farm,12pcs,4,60,60,0,0,240,240,card,180,176,60,0,0,none,0,,6,12,28.8
T20250066009,B20250023141,1/1/2025,13:30:42,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P063,Tide Detergent Powder 1kg,Cleaning Supplies,Detergent,Tide,1kg,1,170,170,0,0,170,170,card,240,239,60,0,0,none,0,,6,18,30.6
T20250066010,B20250023141,1/1/2025,13:30:42,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P025,Amul Butter 100g,Dairy,Butter,Amul,100g,3,52,52,0,0,156,156,card,120,117,60,0,0,none,0,,6,9,14.04
T20250056865,B20250019920,1/1/2025,13:36:03,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P072,Frozen Sweet Corn 500g,Frozen Foods,Frozen Veg,Safal,500g,4,130,130,0,0,520,520,upi,150,146,30,0,0,none,0,,3,17,88.4
T20250056866,B20250019920,1/1/2025,13:36:03,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P055,Dove Shampoo 340ml,Personal Care,Shampoo,Dove,340ml,3,230,207,69,10,690,621,upi,160,157,40,0,0,combo offer,0,,3,20,124.2
T20250056867,B20250019920,1/1/2025,13:36:03,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P010,Chana Dal 1kg,Grocery,Dal,Local Brand,1kg,3,120,120,0,0,360,360,upi,140,137,70,0,0,none,0,,3,10,36
T20250065410,B20250022934,1/1/2025,13:39:25,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P016,Local Mustard Oil 1L,Grocery,Oil,Local Brand,1L,3,170,170,0,0,510,510,upi,180,177,60,0,0,none,0,,8,10,51
T20250065411,B20250022934,1/1/2025,13:39:25,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P052,Dettol Soap 125g,Personal Care,Soap,Dettol,125g,1,45,45,0,0,45,45,upi,160,159,80,0,0,none,0,,8,20,9
T20250065412,B20250022934,1/1/2025,13:39:25,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P030,Parle-G Biscuits 100g,Snacks,Biscuits,Parle,100g,4,10,10,0,0,40,40,upi,750,746,150,0,0,none,0,,8,18,7.2
T20250001911,B20250000678,1/1/2025,14:21:42,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P051,Lux Soap 100g,Personal Care,Soap,Lux,100g,4,35,35,0,0,140,140,card,450,446,90,0,0,none,0,,3,20,28
T20250001912,B20250000678,1/1/2025,14:21:42,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P033,Haldiram Bhujia 200g,Snacks,Namkeen,Haldiram,200g,2,60,60,0,0,120,120,card,360,358,90,0,0,none,0,,3,18,21.6
T20250001913,B20250000678,1/1/2025,14:21:42,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P051,Lux Soap 100g,Personal Care,Soap,Lux,100g,2,35,28,14,20,70,56,card,450,448,90,0,0,festival offer,0,,3,20,11.2
T20250030948,B20250010791,1/1/2025,14:31:49,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P007,Sugar 1kg,Grocery,Sugar,Local Mill,1kg,4,45,45,0,0,180,180,upi,480,476,120,0,0,none,0,,12,10,18
T20250030949,B20250010791,1/1/2025,14:31:49,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P032,Dark Fantasy Choco Fills 75g,Snacks,Biscuits,Sunfeast,75g,4,35,35,0,0,140,140,upi,120,116,60,0,0,none,0,,12,18,25.2
T20250030950,B20250010791,1/1/2025,14:31:49,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P055,Dove Shampoo 340ml,Personal Care,Shampoo,Dove,340ml,1,230,230,0,0,230,230,upi,200,199,40,0,0,none,0,,12,20,46
T20250030951,B20250010791,1/1/2025,14:31:49,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P088,Coriander Powder 200g,Grocery,Spices,Local Brand,200g,2,70,70,0,0,140,140,upi,160,158,40,0,0,none,0,,12,10,14
T20250030952,B20250010791,1/1/2025,14:31:49,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P041,Thums Up 1.25L,Beverages,Soft Drink,Thums Up,1.25L,1,70,70,0,0,70,70,upi,160,159,80,0,0,none,0,,12,15,10.5
T20250008743,B20250003072,1/1/2025,14:44:12,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P034,Haldiram Moong Dal 200g,Snacks,Namkeen,Haldiram,200g,1,65,65,0,0,65,65,card,140,139,70,0,0,none,0,,3,18,11.7
T20250008744,B20250003072,1/1/2025,14:44:12,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P013,Fortune Sunlite Oil 1L,Grocery,Oil,Fortune,1L,1,190,190,0,0,190,190,card,160,159,80,0,0,none,0,,3,10,19
T20250008745,B20250003072,1/1/2025,14:44:12,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P020,Amul Masti Curd 400g,Dairy,Curd,Amul,400g,3,45,45,0,0,135,135,card,320,317,80,0,0,none,0,,3,9,12.15
T20250043314,B20250015166,1/1/2025,14:47:23,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P062,Surf Excel Detergent 1kg,Cleaning Supplies,Detergent,Surf Excel,1kg,4,190,190,0,0,760,760,upi,120,116,60,0,0,none,0,,8,18,136.8
T20250043315,B20250015166,1/1/2025,14:47:23,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P012,Saffola Gold Oil 1L,Grocery,Oil,Saffola,1L,2,210,210,0,0,420,420,upi,140,138,70,0,0,none,0,,8,10,42
T20250043316,B20250015166,1/1/2025,14:47:23,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P063,Tide Detergent Powder 1kg,Cleaning Supplies,Detergent,Tide,1kg,1,170,159.8,10.2,6,170,159.8,upi,240,239,60,0,0,buy 1 get 1,0,,8,18,28.76
T20250056565,B20250019826,1/1/2025,15:02:18,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P081,Huggies Diapers Medium 30pcs,Baby Care,Diapers,Huggies,30pcs,3,510,397.8,336.6,22,1530,1193.4,upi,60,57,20,0,0,weekly discount,0,,15,14,167.08
T20250056566,B20250019826,1/1/2025,15:02:18,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P074,Kwality Walls Cornetto 110ml,Frozen Foods,Ice Cream,Kwality Walls,110ml,3,40,40,0,0,120,120,upi,240,237,60,0,0,none,0,,15,17,20.4
T20250056567,B20250019826,1/1/2025,15:02:18,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P016,Local Mustard Oil 1L,Grocery,Oil,Local Brand,1L,3,170,170,0,0,510,510,upi,300,297,60,0,0,none,0,,15,10,51
T20250056568,B20250019826,1/1/2025,15:02:18,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P023,Bread White 400g,Bakery,Bread,Britannia,400g,4,38,38,0,0,152,152,upi,450,446,90,0,0,none,0,,15,15,22.8
T20250085319,B20250029839,1/1/2025,15:13:09,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P046,Kinley Water 1L,Beverages,Water,Kinley,1L,4,18,18,0,0,72,72,upi,400,396,100,0,0,none,0,,14,15,10.8
T20250085320,B20250029839,1/1/2025,15:13:09,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P048,Red Label Tea 250g,Grocery,Tea,Red Label,250g,1,125,125,0,0,125,125,upi,100,99,50,0,0,none,0,,14,10,12.5
T20250085321,B20250029839,1/1/2025,15:13:09,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P010,Chana Dal 1kg,Grocery,Dal,Local Brand,1kg,2,120,120,0,0,240,240,upi,280,278,70,0,0,none,0,,14,10,24
T20250085322,B20250029839,1/1/2025,15:13:09,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P059,Parachute Hair Oil 200ml,Personal Care,Hair Oil,Parachute,200ml,4,115,115,0,0,460,460,upi,100,96,50,0,0,none,0,,14,20,92
T20250009346,B20250003276,1/1/2025,15:14:00,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P028,Lays Chips Classic 52g,Snacks,Chips,Lay's,52g,3,20,20,0,0,60,60,upi,360,357,120,0,0,none,0,,15,18,10.8
T20250009347,B20250003276,1/1/2025,15:14:00,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P009,Toor Dal 1kg,Grocery,Dal,Local Brand,1kg,2,150,150,0,0,300,300,upi,320,318,80,0,0,none,0,,15,10,30
T20250009348,B20250003276,1/1/2025,15:14:00,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P050,Bru Instant Coffee 100g,Grocery,Coffee,Bru,100g,3,290,290,0,0,870,870,upi,105,102,35,0,0,none,0,,15,10,87
T20250067572,B20250023670,1/1/2025,15:14:46,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P025,Amul Butter 100g,Dairy,Butter,Amul,100g,4,52,44.72,29.12,14,208,178.88,upi,240,236,60,0,0,member discount,0,,4,9,16.1
T20250067573,B20250023670,1/1/2025,15:14:46,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P022,Amul Paneer 200g,Dairy,Paneer,Amul,200g,4,90,90,0,0,360,360,upi,250,246,50,0,0,none,0,,4,9,32.4
T20250067574,B20250023670,1/1/2025,15:14:46,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P045,Bisleri Water 1L,Beverages,Water,Bisleri,1L,1,20,20,0,0,20,20,upi,600,599,150,0,0,none,0,,4,15,3
T20250019555,B20250006853,1/1/2025,15:33:25,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P024,Bread Brown 400g,Bakery,Bread,Britannia,400g,4,42,42,0,0,168,168,card,280,276,70,0,0,none,0,,8,15,25.2
T20250019556,B20250006853,1/1/2025,15:33:25,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P015,Amul Ghee 1L,Grocery,Ghee,Amul,1L,2,560,560,0,0,1120,1120,card,150,148,30,0,0,none,0,,8,10,112
T20250019557,B20250006853,1/1/2025,15:33:25,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P037,Yippee Noodles 70g,Packaged Foods,Noodles,Yippee,70g,3,16,16,0,0,48,48,card,240,237,80,0,0,none,0,,8,16,7.68
T20250019558,B20250006853,1/1/2025,15:33:25,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P016,Local Mustard Oil 1L,Grocery,Oil,Local Brand,1L,4,170,146.2,95.2,14,680,584.8,card,240,236,60,0,0,buy 1 get 1,0,,8,10,58.48
T20250023098,B20250008083,1/1/2025,15:37:12,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,1,P064,Ariel Detergent Powder 1kg,Cleaning Supplies,Detergent,Ariel,1kg,4,200,200,0,0,800,800,upi,200,196,50,0,0,none,0,,17,18,144
T20250076713,B20250026852,1/1/2025,15:44:00,Wednesday,0,1,2025,,Foggy,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P001,Fortune Basmati Rice 5kg,Staples,Rice,Fortune,5kg,3,650,650,0,0,1950,1950,upi,240,237,60,0,0,none,0,,2,8,156
T20250076714,B20250026852,1/1/2025,15:44:00,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,male,0,P056,Colgate Toothpaste 200g,Personal Care,Toothpaste,Colgate,200g,1,110,110,0,0,110,110,upi,350,349,70,0,0,none,0,,2,20,22
T20250066926,B20250023454,1/1/2025,15:49:12,Wednesday,0,1,2025,,Pleasant,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P089,Imported Olive Oil 1L,Grocery,Oil,Borges,1L,1,850,850,0,0,850,850,upi,75,74,15,0,0,none,0,,9,10,85
T20250066927,B20250023454,1/1/2025,15:49:12,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,female,0,P096,Sugar-free Cookies 200g,Snacks,Biscuits,Sugar Free,200g,4,140,140,0,0,560,560,upi,100,96,20,0,1,none,0,,9,18,100.8
T20250060694,B20250021275,1/1/2025,16:10:01,Wednesday,0,1,2025,,Cold,Cart Insight Supermart,Agra,Uttar Pradesh,North,other,0,P061,Vaseline Body Lotion 400ml,Personal Care,Lotion,Vaseline,400ml,4,260,260,0,0,1040,1040,cash,120,116,30,0,0,none,0,,8,20,208
