Date,Invoice_ID,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Total_Amount,Unit_Cost,Current_Stock,Reorder_Level,Lead_Time_Days,Payment_Method
2025-05-03 16:09:29,INV-20250503-0001,CUST-1014,Amul Taaza Homogenised Toned Milk 1L,Dairy,4,72.0,288.0,58.0,48,15,2,UPI
2025-05-03 15:24:30,INV-20250503-0002,CUST-1015,Amul Taaza Homogenised Toned Milk 1L,Dairy,1,72.0,72.0,58.0,48,15,2,Cash
2025-05-03 14:55:04,INV-20250503-0011,CUST-1027,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,2,55.0,110.0,42.0,32,10,1,Credit Card
2025-05-03 12:18:07,INV-20250503-0012,CUST-1028,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,5,55.0,275.0,42.0,32,10,1,UPI
2025-05-03 21:30:57,INV-20250503-0021,CUST-1040,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,4,28.0,112.0,21.0,85,25,4,UPI
2025-05-03 20:34:54,INV-20250503-0022,CUST-1041,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,2,28.0,56.0,21.0,85,25,4,UPI
2025-05-03 18:14:28,INV-20250503-0023,CUST-1042,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,1,28.0,28.0,21.0,85,25,4,Credit Card
2025-05-03 20:20:18,INV-20250503-0031,CUST-1053,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,2,165.0,330.0,138.0,42,15,3,UPI
2025-05-03 20:17:07,INV-20250503-0032,CUST-1054,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,1,165.0,165.0,138.0,42,15,3,Cash
2025-05-03 14:29:06,INV-20250503-0041,CUST-1066,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,Credit Card
2025-05-03 15:11:33,INV-20250503-0042,CUST-1067,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,5,56.0,280.0,44.0,110,35,2,Cash
2025-05-03 16:32:23,INV-20250503-0043,CUST-1068,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,3,56.0,168.0,44.0,110,35,2,UPI
2025-05-03 09:20:01,INV-20250503-0051,CUST-1079,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,3,275.0,825.0,230.0,28,12,3,UPI
2025-05-03 09:58:31,INV-20250503-0052,CUST-1080,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,1,275.0,275.0,230.0,28,12,3,UPI
2025-05-03 18:36:31,INV-20250503-0053,CUST-1081,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,1,275.0,275.0,230.0,28,12,3,UPI
2025-05-03 12:12:07,INV-20250503-0061,CUST-1092,Coca-Cola Original Taste 750ml PET Bottle,Beverages,1,40.0,40.0,29.0,64,20,2,UPI
2025-05-03 16:57:39,INV-20250503-0062,CUST-1093,Coca-Cola Original Taste 750ml PET Bottle,Beverages,3,40.0,120.0,29.0,64,20,2,UPI
2025-05-03 21:29:19,INV-20250503-0063,CUST-1094,Coca-Cola Original Taste 750ml PET Bottle,Beverages,1,40.0,40.0,29.0,64,20,2,UPI
2025-05-03 13:07:40,INV-20250503-0071,CUST-1105,Surf Excel Easy Wash Detergent Powder 1kg,Household,4,145.0,580.0,118.0,38,15,5,UPI
2025-05-03 10:38:25,INV-20250503-0081,CUST-1118,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,UPI
2025-05-03 21:32:19,INV-20250503-0082,CUST-1119,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,UPI
2025-05-03 20:47:13,INV-20250503-0091,CUST-1131,Britannia Good Day Cashew Cookies 200g,Snacks,1,45.0,45.0,34.0,70,25,2,UPI
2025-05-03 11:30:48,INV-20250503-0092,CUST-1132,Britannia Good Day Cashew Cookies 200g,Snacks,5,45.0,225.0,34.0,70,25,2,UPI
2025-05-03 11:34:56,INV-20250503-0093,CUST-1133,Britannia Good Day Cashew Cookies 200g,Snacks,5,45.0,225.0,34.0,70,25,2,Cash
2025-05-03 16:51:51,INV-20250503-0101,CUST-1144,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,5,195.0,975.0,152.0,22,10,4,Credit Card
2025-05-03 17:00:57,INV-20250503-0102,CUST-1145,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,4,195.0,780.0,152.0,22,10,4,Cash
2025-05-03 10:10:18,INV-20250503-0103,CUST-1146,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,4,195.0,780.0,152.0,22,10,4,UPI
2025-05-03 14:37:47,INV-20250503-0111,CUST-1007,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,Debit Card
2025-05-03 19:07:37,INV-20250503-0112,CUST-1008,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,1,60.0,60.0,46.0,18,8,2,Credit Card
2025-05-03 13:43:27,INV-20250503-0121,CUST-1020,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,2,185.0,370.0,148.0,40,15,3,UPI
2025-05-03 16:06:41,INV-20250503-0122,CUST-1021,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,4,185.0,740.0,148.0,40,15,3,UPI
2025-05-03 20:05:44,INV-20250503-0131,CUST-1033,Colgate Total Advanced Health Toothpaste 120g,Personal Care,4,125.0,500.0,96.0,60,20,3,UPI
2025-05-03 18:09:05,INV-20250503-0141,CUST-1046,Lays Indias Magic Masala Potato Chips 50g,Snacks,2,20.0,40.0,15.0,95,30,2,Credit Card
2025-05-04 13:08:03,INV-20250504-0001,CUST-1021,Amul Taaza Homogenised Toned Milk 1L,Dairy,3,72.0,216.0,58.0,48,15,2,Cash
2025-05-04 17:57:51,INV-20250504-0002,CUST-1022,Amul Taaza Homogenised Toned Milk 1L,Dairy,2,72.0,144.0,58.0,48,15,2,UPI
2025-05-04 09:05:42,INV-20250504-0003,CUST-1023,Amul Taaza Homogenised Toned Milk 1L,Dairy,4,72.0,288.0,58.0,48,15,2,UPI
2025-05-04 17:14:14,INV-20250504-0011,CUST-1034,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,3,55.0,165.0,42.0,32,10,1,Credit Card
2025-05-04 13:21:38,INV-20250504-0012,CUST-1035,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,4,55.0,220.0,42.0,32,10,1,Credit Card
2025-05-04 17:15:56,INV-20250504-0013,CUST-1036,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,5,55.0,275.0,42.0,32,10,1,UPI
2025-05-04 09:49:25,INV-20250504-0021,CUST-1047,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,3,28.0,84.0,21.0,85,25,4,Cash
2025-05-04 17:45:26,INV-20250504-0022,CUST-1048,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,2,28.0,56.0,21.0,85,25,4,Cash
2025-05-04 18:59:06,INV-20250504-0023,CUST-1049,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,5,28.0,140.0,21.0,85,25,4,Credit Card
2025-05-04 10:31:41,INV-20250504-0031,CUST-1060,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,1,165.0,165.0,138.0,42,15,3,UPI
2025-05-04 12:05:01,INV-20250504-0041,CUST-1073,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,4,56.0,224.0,44.0,110,35,2,Credit Card
2025-05-04 16:28:06,INV-20250504-0042,CUST-1074,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,1,56.0,56.0,44.0,110,35,2,UPI
2025-05-04 21:26:32,INV-20250504-0043,CUST-1075,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,Credit Card
2025-05-04 17:40:47,INV-20250504-0051,CUST-1086,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,4,275.0,1100.0,230.0,28,12,3,Debit Card
2025-05-04 12:24:59,INV-20250504-0052,CUST-1087,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,5,275.0,1375.0,230.0,28,12,3,UPI
2025-05-04 18:57:09,INV-20250504-0053,CUST-1088,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,1,275.0,275.0,230.0,28,12,3,Cash
2025-05-04 18:44:47,INV-20250504-0061,CUST-1099,Coca-Cola Original Taste 750ml PET Bottle,Beverages,4,40.0,160.0,29.0,64,20,2,UPI
2025-05-04 11:22:30,INV-20250504-0062,CUST-1100,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,UPI
2025-05-04 17:38:28,INV-20250504-0071,CUST-1112,Surf Excel Easy Wash Detergent Powder 1kg,Household,4,145.0,580.0,118.0,38,15,5,Debit Card
2025-05-04 21:26:02,INV-20250504-0072,CUST-1113,Surf Excel Easy Wash Detergent Powder 1kg,Household,1,145.0,145.0,118.0,38,15,5,Credit Card
2025-05-04 21:34:03,INV-20250504-0081,CUST-1125,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,UPI
2025-05-04 18:05:26,INV-20250504-0091,CUST-1138,Britannia Good Day Cashew Cookies 200g,Snacks,3,45.0,135.0,34.0,70,25,2,UPI
2025-05-04 13:10:54,INV-20250504-0092,CUST-1139,Britannia Good Day Cashew Cookies 200g,Snacks,4,45.0,180.0,34.0,70,25,2,UPI
2025-05-04 18:18:37,INV-20250504-0093,CUST-1140,Britannia Good Day Cashew Cookies 200g,Snacks,5,45.0,225.0,34.0,70,25,2,UPI
2025-05-04 10:20:09,INV-20250504-0101,CUST-1001,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,3,195.0,585.0,152.0,22,10,4,Credit Card
2025-05-04 15:23:08,INV-20250504-0111,CUST-1014,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,1,60.0,60.0,46.0,18,8,2,Credit Card
2025-05-04 12:26:41,INV-20250504-0121,CUST-1027,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,1,185.0,185.0,148.0,40,15,3,Cash
2025-05-04 21:06:29,INV-20250504-0122,CUST-1028,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,3,185.0,555.0,148.0,40,15,3,UPI
2025-05-04 17:37:47,INV-20250504-0131,CUST-1040,Colgate Total Advanced Health Toothpaste 120g,Personal Care,4,125.0,500.0,96.0,60,20,3,UPI
2025-05-04 17:58:12,INV-20250504-0132,CUST-1041,Colgate Total Advanced Health Toothpaste 120g,Personal Care,1,125.0,125.0,96.0,60,20,3,Credit Card
2025-05-04 17:43:58,INV-20250504-0133,CUST-1042,Colgate Total Advanced Health Toothpaste 120g,Personal Care,3,125.0,375.0,96.0,60,20,3,Cash
2025-05-04 21:39:38,INV-20250504-0141,CUST-1053,Lays Indias Magic Masala Potato Chips 50g,Snacks,3,20.0,60.0,15.0,95,30,2,UPI
2025-05-04 17:59:16,INV-20250504-0142,CUST-1054,Lays Indias Magic Masala Potato Chips 50g,Snacks,3,20.0,60.0,15.0,95,30,2,UPI
2025-05-05 16:41:40,INV-20250505-0001,CUST-1028,Amul Taaza Homogenised Toned Milk 1L,Dairy,3,72.0,216.0,58.0,48,15,2,UPI
2025-05-05 12:45:42,INV-20250505-0002,CUST-1029,Amul Taaza Homogenised Toned Milk 1L,Dairy,3,72.0,216.0,58.0,48,15,2,UPI
2025-05-05 13:17:22,INV-20250505-0011,CUST-1041,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,1,55.0,55.0,42.0,32,10,1,UPI
2025-05-05 09:02:02,INV-20250505-0012,CUST-1042,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,2,55.0,110.0,42.0,32,10,1,Credit Card
2025-05-05 17:05:34,INV-20250505-0021,CUST-1054,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,3,28.0,84.0,21.0,85,25,4,UPI
2025-05-05 13:18:02,INV-20250505-0031,CUST-1067,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,3,165.0,495.0,138.0,42,15,3,Credit Card
2025-05-05 14:52:00,INV-20250505-0041,CUST-1080,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,UPI
2025-05-05 21:33:51,INV-20250505-0042,CUST-1081,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,UPI
2025-05-05 19:22:02,INV-20250505-0051,CUST-1093,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,2,275.0,550.0,230.0,28,12,3,UPI
2025-05-05 19:07:59,INV-20250505-0061,CUST-1106,Coca-Cola Original Taste 750ml PET Bottle,Beverages,1,40.0,40.0,29.0,64,20,2,UPI
2025-05-05 14:04:42,INV-20250505-0062,CUST-1107,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,Credit Card
2025-05-05 11:59:02,INV-20250505-0071,CUST-1119,Surf Excel Easy Wash Detergent Powder 1kg,Household,1,145.0,145.0,118.0,38,15,5,Credit Card
2025-05-05 21:56:04,INV-20250505-0072,CUST-1120,Surf Excel Easy Wash Detergent Powder 1kg,Household,3,145.0,435.0,118.0,38,15,5,Cash
2025-05-05 13:25:22,INV-20250505-0081,CUST-1132,Dettol Original Liquid Handwash Refill 175ml,Personal Care,1,99.0,99.0,76.0,52,18,3,Credit Card
2025-05-05 12:19:04,INV-20250505-0091,CUST-1145,Britannia Good Day Cashew Cookies 200g,Snacks,3,45.0,135.0,34.0,70,25,2,Debit Card
2025-05-05 09:01:51,INV-20250505-0101,CUST-1008,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,Credit Card
2025-05-05 17:20:17,INV-20250505-0111,CUST-1021,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,UPI
2025-05-05 10:41:44,INV-20250505-0112,CUST-1022,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,2,60.0,120.0,46.0,18,8,2,Debit Card
2025-05-05 14:12:19,INV-20250505-0121,CUST-1034,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,1,185.0,185.0,148.0,40,15,3,Debit Card
2025-05-05 09:41:21,INV-20250505-0122,CUST-1035,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,1,185.0,185.0,148.0,40,15,3,UPI
2025-05-05 12:04:52,INV-20250505-0131,CUST-1047,Colgate Total Advanced Health Toothpaste 120g,Personal Care,3,125.0,375.0,96.0,60,20,3,UPI
2025-05-05 17:58:41,INV-20250505-0132,CUST-1048,Colgate Total Advanced Health Toothpaste 120g,Personal Care,2,125.0,250.0,96.0,60,20,3,UPI
2025-05-05 11:54:49,INV-20250505-0141,CUST-1060,Lays Indias Magic Masala Potato Chips 50g,Snacks,1,20.0,20.0,15.0,95,30,2,UPI
2025-05-06 20:19:25,INV-20250506-0001,CUST-1035,Amul Taaza Homogenised Toned Milk 1L,Dairy,3,72.0,216.0,58.0,48,15,2,Cash
2025-05-06 14:27:30,INV-20250506-0002,CUST-1036,Amul Taaza Homogenised Toned Milk 1L,Dairy,3,72.0,216.0,58.0,48,15,2,UPI
2025-05-06 19:17:05,INV-20250506-0011,CUST-1048,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,3,55.0,165.0,42.0,32,10,1,Debit Card
2025-05-06 10:29:41,INV-20250506-0012,CUST-1049,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,2,55.0,110.0,42.0,32,10,1,Debit Card
2025-05-06 19:01:13,INV-20250506-0021,CUST-1061,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,2,28.0,56.0,21.0,85,25,4,UPI
2025-05-06 10:20:02,INV-20250506-0031,CUST-1074,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,1,165.0,165.0,138.0,42,15,3,Credit Card
2025-05-06 10:26:51,INV-20250506-0041,CUST-1087,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,3,56.0,168.0,44.0,110,35,2,UPI
2025-05-06 15:52:10,INV-20250506-0042,CUST-1088,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,2,56.0,112.0,44.0,110,35,2,Cash
2025-05-06 15:05:06,INV-20250506-0051,CUST-1100,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,1,275.0,275.0,230.0,28,12,3,UPI
2025-05-06 18:33:07,INV-20250506-0052,CUST-1101,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,3,275.0,825.0,230.0,28,12,3,UPI
2025-05-06 16:15:54,INV-20250506-0061,CUST-1113,Coca-Cola Original Taste 750ml PET Bottle,Beverages,2,40.0,80.0,29.0,64,20,2,Credit Card
2025-05-06 17:51:02,INV-20250506-0071,CUST-1126,Surf Excel Easy Wash Detergent Powder 1kg,Household,2,145.0,290.0,118.0,38,15,5,UPI
2025-05-06 17:05:44,INV-20250506-0081,CUST-1139,Dettol Original Liquid Handwash Refill 175ml,Personal Care,2,99.0,198.0,76.0,52,18,3,Cash
2025-05-06 13:12:13,INV-20250506-0082,CUST-1140,Dettol Original Liquid Handwash Refill 175ml,Personal Care,3,99.0,297.0,76.0,52,18,3,Debit Card
2025-05-06 13:06:14,INV-20250506-0091,CUST-1002,Britannia Good Day Cashew Cookies 200g,Snacks,1,45.0,45.0,34.0,70,25,2,UPI
2025-05-06 10:11:40,INV-20250506-0101,CUST-1015,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,Credit Card
2025-05-06 12:39:46,INV-20250506-0102,CUST-1016,Lipton Green Tea Honey Lemon Flavour 25 Bags,Beverages,2,195.0,390.0,152.0,22,10,4,Credit Card
2025-05-06 12:32:46,INV-20250506-0111,CUST-1028,Epigamia Artisanal Greek Yogurt Strawberry 90g,Dairy,3,60.0,180.0,46.0,18,8,2,Credit Card
2025-05-06 14:33:47,INV-20250506-0121,CUST-1041,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,1,185.0,185.0,148.0,40,15,3,UPI
2025-05-06 18:58:52,INV-20250506-0122,CUST-1042,Cadbury Dairy Milk Silk Chocolate Bar 150g,Confectionery,3,185.0,555.0,148.0,40,15,3,Cash
2025-05-06 13:55:50,INV-20250506-0131,CUST-1054,Colgate Total Advanced Health Toothpaste 120g,Personal Care,3,125.0,375.0,96.0,60,20,3,Debit Card
2025-05-06 18:14:47,INV-20250506-0132,CUST-1055,Colgate Total Advanced Health Toothpaste 120g,Personal Care,2,125.0,250.0,96.0,60,20,3,UPI
2025-05-06 16:16:42,INV-20250506-0141,CUST-1067,Lays Indias Magic Masala Potato Chips 50g,Snacks,1,20.0,20.0,15.0,95,30,2,UPI
2025-05-06 18:40:48,INV-20250506-0142,CUST-1068,Lays Indias Magic Masala Potato Chips 50g,Snacks,1,20.0,20.0,15.0,95,30,2,UPI
2025-05-07 19:01:08,INV-20250507-0001,CUST-1042,Amul Taaza Homogenised Toned Milk 1L,Dairy,2,72.0,144.0,58.0,48,15,2,Cash
2025-05-07 10:27:33,INV-20250507-0011,CUST-1055,Harvest Gold 100% Atta Whole Wheat Bread 400g,Bakery,1,55.0,55.0,42.0,32,10,1,UPI
2025-05-07 09:36:00,INV-20250507-0021,CUST-1068,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,2,28.0,56.0,21.0,85,25,4,Credit Card
2025-05-07 20:30:40,INV-20250507-0022,CUST-1069,Tata Salt Vacuum Evaporated Iodised Salt 1kg,Staples,1,28.0,28.0,21.0,85,25,4,Credit Card
2025-05-07 13:51:52,INV-20250507-0031,CUST-1081,Fortune Sunlite Refined Sunflower Oil 1L Pouch,Staples,3,165.0,495.0,138.0,42,15,3,Debit Card
2025-05-07 15:42:26,INV-20250507-0041,CUST-1094,Nestle Maggi 2-Minute Masala Instant Noodles 280g,Instant Food,3,56.0,168.0,44.0,110,35,2,UPI
2025-05-07 09:22:29,INV-20250507-0051,CUST-1107,Aashirvaad Superior MP Shudh Chakki Atta 5kg,Staples,1,275.0,275.0,230.0,28,12,3,UPI
